cleaned_content,sentiment
just got home was pleased with star trek,worry
also with the not driving part i could afford a laptop also living with a roommate i would save even more,relief
is off to rent soon hope i can get home tonight though with all the train problems s,enthusiasm
your not talking about your obsession with me right,anger
star trek was pure awesome love it lt it was so great seeing you,surprise
happy mothers day i feel blessed on this day to have wonderful son who is also my best friend,love
when youll come in bulgaria you have a great fans here,fun
at the office trying to solve the mystery of whose blood is that in the bathroom toilet ee,fun
ohh twpp is falling silent i was waiting to track ur us version next time maybe btw sunny california sounds good,happiness
shout out to my moms for wakin me up so prematurely preciate it,anger
waiting for amp having cramps,enthusiasm
you know we dont believe half of what they say,hate
y am i still awake smh this sucks,sadness
how i wish i wish i did not eat thatburger,worry
shouts out to and,empty
i like the idea of eliminating bludgers and beaters just tackling ppl makes it nearly as dangerous as book quidditch,relief
nah just iplayer listening back to it its not working,sadness
good luck i wanna see them again too i waited outside by their buses to see them before no autographs tho,fun
just started feeling bad again ugh i hate it when i dont feel good,boredom
thats where hitting enter before u check the tweet can get tricky i was rude without trying to be makes a change,neutral
ltlt i miss music like this,sadness
and in the animal action area ferret racing,neutral
pendulum awesome goodbyes suck shut up plz toy story jb d movie moro im tired aaaand im out,boredom
so apparently i left my front door wide open before going out to my show with my and my moms laptops on the coffee table love my area,relief
selinittothehighestbidder heyyyyy mama,fun
not babysitting tonight i miss that kid,love
i can barely walk theyre twice the usual size least its nowamp not in ny ive requested my song u retquestin owt nitex,boredom
thanks for all of the awesome tweets leeloo glad you enjoyed the weekend,relief
ya know why today sucks its been raining we have no amp no possibility of a magic friday so whats goin down tonight,boredom
i hate it when a website says the ticket prices are on another website and their not,surprise
busy busy bee i wish i didnt have do laundry worst,hate
for a minute i thought that said quotmaggie has an extra eye growingquot yep im a space cadet sorry for the sweet girl,happiness
i want to sooooooo bad,enthusiasm
english exam bleh i hate vocab,hate
i hear you any time earlier than am is just mean,empty
finally getting sleepy right when the sky brightens figures gnimorning,anger
why,empty
happy mothers day to all the wonderful mommies out there i love you mom,love
yes i do how can i not,surprise
i miss my site,worry
congratulations penjiiii are we calling him soulja boy or mcbaby lol,happiness
i mean we mite do sumthn what u doin hope i get c u b u head bak,enthusiasm
im at mcdonalds eating chicken nuggets with my kid so embarrased i droped my soda haha it fell out of my tray lol,relief
im so dizzy already and im only on the third page of chapter plops head,sadness
well done,empty
lol pr is america lmao he dont like me theres nothing i can do,worry
yay busy is good,happiness
more demon sam i need it to numb the pain xxx,anger
getting ready for work and the sun is shining plus its the we bgt tonight what am i gonna do after its finished,enthusiasm
sleeping sounds too good goodnight my babies cuddlez for everyone,relief
i have to study o talk to you later xxx,hate
this twitter shit bores me now i c y i havent been on here in a month,boredom
just sittin here waitin for my coffee to be full grown on farm town before going to bed,anger
thanx for showin luv,relief
im really desappointed,hate
i am doing the same i want to travel a little,enthusiasm
have a cold one for me im just off to work now,fun
went to galveston want to go back,hate
miapjbeastiesthieveryvoltabatlashesbandofhorses i enjoy this lineup too bad its in san fran,fun
thats what i did with my other friends dati e i could totally do that lian eina gelli you zero amp francis well fit,fun
aww what kind of dog do u have i have a chihuahua named zoey,neutral
ah the bank holiday shift at work what fun,relief
youtube isnt workingand i wanted to watch britains got talent im debating about having a pity party,boredom
were you going to come the venue said that they couldnt afford to open so cancelled it i wish we were there now,boredom
nothing relaxing on a saturday night,boredom
wishing i had marvelous misadventures of flap jack on dvd,love
yeah its good if youre not going to use it give it to me i want to watch star trek,enthusiasm
or i think one of you should give a ride please,surprise
that was nice i just ordered my mom her gift from me and my sister something different and unexpected,enthusiasm
thanks the elephants look magnificent this is what we miss due to stupid restrictions g pleease and cheap,hate
thanks for the follow my new twitpeeps,surprise
hmmm new search bar on twitter,empty
thanks well impressed its much better than my last one must b the clean living gluten free lactose free food,empty
ack i just read about your show thats horrible no accounting for taste,anger
working on some product buzz product reviews for the blog have a pain in the back of my neck,empty
ahhhh almost off cant wait buti got work again rite after this hat club come ampamp gimme some company oh ampamp a cookie,hate
haircut as short as possible even change color new me,enthusiasm
beast i have had enough,boredom
oh hes hilarious im just commenting on the fact that hes there so much,neutral
haha k we should stop here if not its going to turn into a bitching section ohwell my parents just came home,hate
the taxi q at pelangi was super loooong and now im getting headaches because of the hotcold transition,hate
on a min brake at wrrkk its and its over at,boredom
i hate it when a website says the ticket prices are on another website and their not,surprise
visiting family in hospital not fun,worry
looks nice never knew vhs had such a short life span hope my fav vhs is not dead,worry
dangit lsu w a spot in b now leads southern was intentionally not mentioning anything and it got jinxed anyhow,sadness
aww thats horrible xd,sadness
so disappointed about the talent lineup for quotreventn super estrella quothmmhave the feeling i wont get tix this time around,worry
damn lights off its presentation time,empty
i think i might have to call it a night getting that falling feeling need to fall into bed night night tweople,boredom
stood outsiden got the worst butterflies everrrrr,enthusiasm
perfect night in nj,fun
uuuuugh i hate i missed interview i wasnt at home darn,anger
pretty tired was going to the movies but decided against it im pooped,empty
just got in gonna go upto bed in a sec not drunk im disgusted with myself haha,anger
how was your day boredom stuck my head,empty
my love makes me sooo happy,love
its tomorrow,surprise
finals week dont bother me im studying,empty
healthy wishes i may just start saying that,enthusiasm
at least i get to watch over time lets go pens,happiness
your not alone,enthusiasm
wow that had to be difficult,surprise
its a bank holiday if youre happy and you know it clap your hands,happiness
maybe one day i can be on your favorite producers list lol,fun
on wednesday green day will perform their new single quotknow your enemyquot at tvtotal,neutral
another lonely night,empty
have fun hon ooh look what a poet i am,relief
i think that violates my noncompete,hate
good morning twitters i am soooo tiredi really need stay off of twitterlol this shit is taking over my lifelol,boredom
spent too much today tube journeys always take soo long braces on thursdayyy,boredom
bout lay iit down got a head ache we hangin tomorrow idont care wat u say lolsoooo dm me ur amp imma hit u tomorrow k,relief
me neither but its no longer about what we want its about fairness and fairness is whatever government says it is,empty
at least my wish came true its not hot anymorejust rainy,relief
im bummed that the contest is only for the states what about hawaii,sadness
you are one of my favorite musiciansartists ever please keep up the great work john,anger
k will check it out,neutral
waiting in line tryst,boredom
has a saw thumb from playing virtua tennis,empty
i think i have a fever,empty
o damn i just accidentally listened to rick ross,hate
mikey im bored,boredom
thanks,relief
my best friend in the fucking world is moving ahhhhhhhhhhh wat am i do im not a happy camper,worry
you cant please everybody,empty
shit shit i didnt mean to dall asleep again its am i wanted to be out by dont know why im so tiredi wasnt late last night,hate
bye scotty im gonna miss you ilylt,worry
nope theres me too,neutral
i dont like kde since ver its like vista fail,boredom
hello taylor just wanna say ive already voted u i think timeshaha,fun
hey dave im just up in the uk and first thing i done was put rr on could u play ill be there new kids on the block thanks,enthusiasm
sure is rainy the storm has left everything everywhere would love u follow us,love
which means i spend more time alone than with friends and family how sad,sadness
poor greg stupid uk always doing the sympathy vote xo,sadness
jet lag must be soo annoyingg im in uk timee welcome to ukkkkk are u coming to scotland at all xxxx,anger
oh no i must be gettin old my mom use to watch this showi miss her,worry
ok super bored guess no one else it,boredom
apparently paige is partying with rose jenn and adam again without me my child has such a wild imagination,enthusiasm
went to the beach and it started raining,empty
i have to break the twitterparty im off home soon,anger
i feel so inadequate with my followers now send enzyte,love
only mins till my babys back from work,love
yeah ecpm is going up and down badly hope things improve,worry
turn them off you can still go aero free,enthusiasm
happy mothers day hahaha,relief
no belgian an not a record collector,neutral
the next wk i c drs too but maybe then i would love it i did go to mac grill john was not there thought of u,happiness
everything is your fault moxyeverything x,anger
yes glad youre coming,relief
is getting baptized tomorrow and is a college graduate busy weekend,surprise
she has her perfect moments she just broke one of the tiles on the floor in the hallway i dont find her very perfect now,hate
haha i have ask are you as beautiful as ur voices curse u super cool beautiful women who are likely unavailable lol,enthusiasm
good to be back its really late though and i just got back from scaring some people and im pleased but really tired,fun
hey sweetie cnt go fri but thnks so much,love
having a light depression just payed an extra bill from last years taxes must find a country with a tax that is lower than,sadness
damn for reals wtf,hate
you geek,enthusiasm
watched the rescuers down under with dru and ate mickey ds this is how disney sequels should be done,enthusiasm
i hope you have someone to spell you so you can wander a bit man i feel like signing off twitter for a couple of days,neutral
make sure u pick up chrisette micheles new album epiphany in stores tomorrow may th you will love it promise congrats,relief
love how my printer decided to print all my blacks all marbled hr before an interview for new work this morning,worry
i never followed him in the first place he is a useless waste of space and im not a conservative lol,hate
sam and sean are teasing me saying they are gonna get wings without me,anger
hates having broken wrist and has pe next ugh,hate
strangely enough yes but then it works for me may not for everyone,surprise
everything is your fault moxyeverything x,anger
nice ive never been to spalding but one year i will make it to the flower show is springfields a good shopping centre,neutral
at work making more the only thing that keeps me going is knowing i can shop some more once i get paid im becomin a shopaholic hehe,fun
well good luck then,happiness
its so sad,sadness
browsing through the web and expecting to see the pms forum back up but no luck,relief
gives you a haiku status inspired by michelle yuen the sun is shining a perfect day glorious day outside my office,worry
more demon sam i need it to numb the pain xxx,anger
is tired alarm setting will do that off to bed as soon as my bloody iphone backup and sync finishes,boredom
i have to break the twitterparty im off home soon,anger
i just need to go to the bank,love
lunch was depressing all the seinors were balling really sad,hate
awlll mann we should meet up this summa or something,fun
fun friday night planned spent at work,fun
i miss the doctor who regular series,worry
oohh yaay like it love ya,love
gah i left my glasses at work and reading is giving me a headache i cant believe how much i need them these days old age,anger
when i heard quotno onequot from alicia keys like minutes ago you made my night,surprise
if you dont want to come then dont come jeeeeez,anger
good morning ladies and gents its going to be an awesome day quoteven though the weather is terriblequot,neutral
well well have to organize one for when you can get down cant guarantee no oldies though,fun
facebook wont load for me damn it im bored,boredom
bye for now people,relief
i love you too,love
is in starbucks,happiness
am you,neutral
hommmmmme good day,love
can you get catacombs ffrom the cinemas i tried to get it from my local one a little while ago and theyh didnt have it,surprise
everything is your fault moxyeverything x,anger
i wanna watch that movie again maybe that dvd will work in my laptop since dawsons creek doesnt,neutral
those workmen extending r block cant start this early surely its am and already theyre making a racket and woken me up,empty
trust me thats a good thing your something self will thank you,relief
change my hairstylebut it isnt good as it supposed to be n dont wealth that much money hate that hairdresser,hate
heeeeey baby where are you,enthusiasm
yeah youre really annoying,empty
that would be lovely alas the cubs would not be gracious enough to stop wrecking the house while we were soaking our bones,empty
youre just jealous guess youll be walking around the office tomorrow in your malo,sadness
saw the ucla bookstorenow convinced that every single major university has a better bookstore than having fun so far,fun
why im not sleeping,boredom
mondayfunday wake up peopleand keep me awake please today is going to be a long onei can already feel it eww,anger
going to get some coffee,empty
cheeks bakery just closed crazy how williamsburg can support an infinite of boutiques wbad clothes and not one decent place a scone,empty
this may sound stupid but i just bought a mask,relief
oh no i need new work shoesi broke this one,boredom
i just want to say both youtaylor swift and hayley williams have a great and lovely voice,love
i wish the photos on your site were bigger,enthusiasm
in case you missed it on my fb status looking for maui hotel recommendations yes maui,neutral
i forgot about it and i already ate lunch so i guess im not going,surprise
am screw it im going to bed one love,boredom
argh why is the bathroom always closed when im late from my break and gotta pee,worry
didnt make to my cousins yacht convention hope he doesnt get upset and hope he won,worry
years in months hooorah cant wait,fun
welcome found her yesterday by accident,neutral
demoing with gary burr so excited to get some quotgirlsquot music on tape missing tayla,fun
night peeps hope you all had a great day untill tomorrow,enthusiasm
what i do not speak finnish or what that was hehe,surprise
quotlocked up abroadquot makes bein half brown good risk mgmt when travelin rd world i blend i feel sorry for my hostage magnet white pepo,anger
my computer is back in business,surprise
ohhh beautiful place you on hols go steady on the mead,happiness
im not sleeping at all until accepts my appology,hate
wish i could make it too i hate my commute sometimes,hate
i hate when i see pregnant women smokinggg its sooo irresponsible n selfish its saaad ultimately the baby is the one who suffers,hate
have you read angels amp demons what do you think of it if you have oh and beautiful sunny weather here in provence,enthusiasm
will you be posting a pic of you h suit pretty please,enthusiasm
maybe you should greet her for good,enthusiasm
wish my headachealmost migraine would go away,anger
i would say no bc its so overcast but if it gets sunny again then yes,happiness
taking a load of old broken concrete to the landfill tried to find a recycler,worry
u think i could call u tnite,neutral
whats sad is that i actually had to google that term that sucks tho,hate
my acid refulx is acting upprobably the worst its been in months i dont think ill be getting any sleep tonight,worry
i was awoken by loud banging and it continues all day good thing i got an early rest last night,hate
my day just hasnt been the same without ur running conversation all day,sadness
listening to am teddy picker she saw it and she grabbed it and it wasnt what it seemed,sadness
seriously getting hurt days before nationals what a joke,worry
i learnt something new today,happiness
i am so jealous,hate
well im trying to get rid of a lot of my stuff you could come over and pillage,relief
just hanging with my bestie,fun
playin city of villains wishin my buddies were playin with me,surprise
your face is stupid thanks i miss you too ha,fun
hey aww man no i didnt ignore you i just dont have mobile web so i can only txt i can see you unless im here gt,sadness
good morning everyone just finished breakfast and getting ready to see what this wonderful day has in store for me,fun
going crazy super head ach from hell and my the in laws have ben here since this morning ahhhh,boredom
ugh sittin at work waiting for the carpets to be cleaned i was suppose to be out by,empty
chilling at home,relief
ps i got ben button today completes my best picture nomsgot all now it was a great year,happiness
i had a great night with justine and the boys and all the westconn people i met tonight haha,happiness
my mock acet scores have shown me that i am doomed to fail not because of ignorance but because of stupidity,worry
oh good luck on the movie,worry
i love you,love
going to third,neutral
ah mine is never home before i handed off the kids and grabbed the bottle of malibu and a cokemomma getting drinky para,fun
guess i need to get me an iphone now for sure it looks bad ass,anger
this is teddy bear we might be getting him isnt he so cute,love
cant sleeeeep amp i miss my long hairrr,sadness
looove the comedian in obama hahaha man i love this event someone get me a pic of dennis leary and his wife,neutral
not sure if i can use my neko tix for sunday night may be offering them to someone else youll all be the first to know if interested,neutral
just a question are you guys liek famous or anything haha and miley followed you luckkyy im so jealous,sadness
holy crap i need to see that too bad i gotta wait until tomorrow,surprise
bored tired got headache,boredom
bored would love someone to talk to,boredom
got the twilight board game today good old ebay,empty
good night peeps give to your moms the greatest love you have xxx,empty
it is so annoying when she starts typing on her computer in the middle of the night,hate
happy birthday,empty
i saw the show listing and saw it was on a wednesday,enthusiasm
relax mama u kno we got ubreathe easyneed some piff is all,neutral
nice we didnt see the fireworks but we sure heard em,surprise
yeeeah d lmao dentists arent nice espesh after they decide your too old for goodie bags with stickers amp awesome toothpaste,empty
our kids are both in a derbyshire schools string concert at the buxton opera house today theyre both quite excited,fun
today was definitely a good day had fun gunna try to get ahead on school now so text me lt,surprise
cant bro on laptop amp salm on comp me stuck with wii xx,hate
im one tough momma put together a swing set for tammy allll by myself today my hubby would be so proud of me,fun
this store at the airport is as close as well get to wdw during this trip,enthusiasm
must go to strawberry fields,neutral
really want to go to the nets,love
i didnt see tuesdays i was at work,neutral
pm todays a drag for me so bored im about to get into the romance book so i prob wont be on til the morn night twitter babes,worry
almost got sharpied in the face while falling asleep being sick sucks,hate
has a very arduous task to accomplish at workstuff that should have already been done amp as usual it hasnt not because of me either,anger
oh ok thanks,enthusiasm
staying in hve june exams docent training class need to study we hvng zombie movie sunday aftrn u both shld come over,fun
hello and thanks for the follow,happiness
yep nothing better,hate
feels fcked and feet are aching need my beeeeeddddddd,empty
wow im really bored and pissed i left my library card when i had to take the booky wook back,anger
bara boobs closets adventure aggghhhh enough muak mcm baby gary ku sudah,happiness
nice seeing my partner in crimegossip drama queen partner again i missed my manda,enthusiasm
theres just something about a sexy blonde cowgirl rubbing herself in a field,enthusiasm
jon made one of the greatest dinners ever roast pork tenderloin on a bed of wild rice on a bed of mixed greens amp yummy sauce no wine,happiness
hey alexa you heard right looking forward to causing some mischief on friday,enthusiasm
that would be awesome lol,fun
curse you breakfast godsfull bowl of cereal not enough milk,empty
you did just add me haha xo,relief
i lost dollars i always lose my money,sadness
hopefully it dont go that far sometimes i feel like renouncing my roots,anger
its so annoying when i want to go see the sats and in concertbut i know ill have to pay,anger
lol yea im thinkin bday bash but everybodys lame wants to sit in the house instead of qo wit me lol,fun
i think i might have to call it a night getting that falling feeling need to fall into bed night night tweople,boredom
i hate being sick i miss and,sadness
so during that whole whole addiction talk with my brother and that ladyi broke down and couldnt help but cry,surprise
that david nice to know he feels so comfortable quottwittingquot or quottweetingquot us i have a feeling he misses home,fun
i am unhappy,worry
nah how it sucks to wear a suit and how the temp goes up degrees when someone sits next to you,hate
boo,boredom
says misses my cousins so badly,sadness
aw now wheres that little asian girl who runs round pooping her pants in public i miss laughing at her,boredom
i used to have a remote for my tv,neutral
is having awesome fruits and vegetable juice at the opening of lams noodles at fb,fun
i have had the worst headache ever in the history of worst headaches today man i hate those,hate
i need a blankie this trains an icebox,hate
sleeping in was interupted by jackhammers at am damn universe says get up but i was up intil am cause i thougth id be sleeping in,surprise
bye bye beard,neutral
hell be out of school in mos he just started again,neutral
off today no wonder i love mondays movie theatrehere i come,enthusiasm
is trying to help save the earth lets plant more trees,enthusiasm
yeah its a really fascinating paper isnt it credit goes to for the discovery,surprise
bahaha loving twitter to me last night drunk lol,fun
apperently ea knows my copy of the sims is not legit and is upset,anger
thanks we want to continue to improve our process for the benefit of customers things like this just take time,neutral
yeah i know its so stupid there no jobs i mean come on,empty
i think i like the workshop,enthusiasm
i completely forgot it was mothersday today lol happy mothersday to all of you beautiful mums out there,love
dude youre always going to midnight screenings xd i wish i lived in a city well i do until tmrw but its rubbish,hate
even though its only am on saturday morning it feels like the weekend is already over btw im awake because i had a bad dream,boredom
at s with,neutral
i sound really brummie lol but most of all i just hate looking at myself,hate
anyone of you indie heads know what donie from the hassle merchants surname is help need for copy,neutral
time to get ready for wrk ahhhh i dnt wanna goooo,hate
damn you could have just called or told me in person you didnt have to humiliate me in front of the whole twitterverse,hate
well you know those quotkind of guysquot are just idiots,hate
playing with the munchkin today talking cakes and getting ready for a yard sale tomorrow not looking forward to that,happiness
has had a really good bank hoilday,happiness
im just following you because were both wearing converse,fun
if i was closer i would deliver grub to you,fun
has finally taken a shower after much distraction from twitter and the bubble wrap off to read and drink a smoothie,empty
off to pearlyns place grans bday mothers day dinner tonight mom went for adults svc today l happy mothers day moms,love
man finishing quotoperation anchoragequot sure gives you an unfair advantage lootwise i love the stealth field suit and gauss rifle,happiness
i dont like fishfingers i dont like fish or seafood really but enjoy it,hate
mothers day today,love
i hate crowds,hate
note to self omelets are better when made with butter not olive oil also doesnt like my cooking spits in a napkin,relief
wow what a storm we just had now no power,surprise
aww thats so sweet so glad shes home with you now happy mothers day to you,relief
laughs im glad that you have self confidence its a wonderful trait to have ill applaud extra loud for it okay,happiness
damned hordies,anger
haha best thing about office birthdays hey,happiness
good morning twitter community i just got finished eating a delicious stack of pancakes courtesy of my mom and bisquick,enthusiasm
awww well i am herejust in casei am not like the perfect funny friend but im here hehe,enthusiasm
that comment was just to well you knowto not reply to it,neutral
have a good show,love
why do you not respond me,anger
hey good am to you too,enthusiasm
have to go meet tims entiiiiire family in an hour this should be different finishing getting ready then wake feel like shit still,boredom
thanks for asking sarah i am glad tomorrow th is a holiday here in korea i will have some rest and i will be right as rain,relief
im had to leave early to go to piccolo practice,fun
finished the book vat a good book lt,enthusiasm
hello yourself enjoy london watch out for the hackneys theyre mental,anger
its funny i didnt even know it was there,fun
oh ok thanks,enthusiasm
dgroup saturdays with a little bit of football an hour nap hours of soccer basketball in the tsu and yogurtland lifes good,happiness
i did yay where did i get that extra from hmm anyway im going to be partying hard when i get it,fun
on the way to have griffins staples removed from his head should be fun,fun
bored everyone has a social life except me and im babysitting my brothers tonight til and i dunno if ill be allowed out after that,sadness
brooklyn we went hard now back up top but st hajjisyea again,happiness
lost my keys now im waiting for my dad in diberville phail also fml,worry
going to bed stores are closed,surprise
gay culture is increasing in indiagovt has to make new laws such as wat will be charges if a boy tease a boy nd wat if a boy rapes a boy,worry
dont be meanim having to give him to my brother this weekend,empty
at work and tired just want to go to bed,sadness
is excited about tomorrow but i gotta clean the house clean clean clean ahhhhhhh,love
just finished the exam i did ok i guess,relief
boopboopboop still talking to ashley amp brittany ive been talking to ashley for forever and our convo still goes places were awesome,happiness
ok babe gotta go back to work tweet you later,neutral
snap im the same with any reality show watch the first and im hooked very sad,sadness
loved it would never have thought he was into the icarly version of beanie babies xd,fun
good morning sunshine tiime for chooool lol bbl,enthusiasm
has just joined twitter reeeally dont understand how to use this lol,hate
im ill hate it seeing the doc at too,sadness
wishes i could be the one going to our conference in the bahamas next week,enthusiasm
i never knew a dentention was so hard get,anger
stupid red hair is too difficult on the upkeep redyed it a more manageable brownred boo,anger
yeahhh thx i figured it out,happiness
going to get some coffee,empty
uploading all my bamboozle pictures of facebook,fun
lol thx,neutral
i hate sitting at the doctors office they told me she is running an hour behind awesome,worry
having a goodno great day already amp drmiracles feelit formula really does work lol hope everyone has a good day as well,relief
longest flight ever not particularly unpleasant or uncomfortable just really really long,boredom
wakey wakey lemon shakeyyyy haha goin schooliooo its raining ugh guess where i wish i can be right nowcalifornia,anger
errri dont want to go sit in the heat and watch a high school graduation,hate
thought you might be interested in see whos viewing your photos,empty
listening to ryan adams and being sick,worry
well friends i think today is just gonna be one of those daysa work day,neutral
we were all set to get a room last saturday i cant apologise enough for missing out deccy,fun
haha i did a ltiitle bit yesterday and ive been out all day so i think ima chick an allnighter hahaha not cool,anger
i have my class fuckin school what time you work wed if jade comes ima have to get her in antioch at amtrak,hate
stuck in stupid jeuno with flag up wish i was in windy fishing,anger
i am doing the same i want to travel a little,enthusiasm
live now live dj jayem bb esr click,happiness
gut,neutral
stuck in stupid jeuno with flag up wish i was in windy fishing,anger
morning all finally got to stream media from pc to ps via wireless router much easier than using a usb dongle ah techy simplicity,relief
packing i dont like it,anger
im the one that kept touching your willy last night oh you were amazing thank you so much x,relief
sometimes i got tired dealing with my own dilemmas,hate
lol seriously fail sigh,sadness
i cant im on my iphone,sadness
at starbucks with my love eff school i have work later too,love
home bound for mothers day,neutral
jungle book is sooooo cute i have nothing to eat or drink,sadness
im still waitin for my girl to come homei wanna go shopping,enthusiasm
my stomach is all explode from the wendys why is everything that tastes good bad for you,anger
i do my best thats why running skirts are on the scene as well,fun
nuuuuu i totally love may its the best for me cos i was born in may,love
i am slowly getting angry at this jon and kate plus thing,hate
heaos keen for next weekend mummy lt,love
m jizzle i need u to hit me too ugghh im sick of this damn phone like seriously,hate
i wish i could meet you once do u think this will happen someday,enthusiasm
i think taylor laughtner and selena gomez are the cutest couple i love them both just read it on m my fave mag,love
gah i left my glasses at work and reading is giving me a headache i cant believe how much i need them these days old age,anger
yup now i can join in on the nin access fun,anger
work day of,worry
damned hordies,anger
i went to go check my phone for messages then i remembered i dont have a phone anymore,neutral
i totally agree and theres no way to avoid it,neutral
mondayfunday wake up peopleand keep me awake please today is going to be a long onei can already feel it eww,anger
turn them off you can still go aero free,enthusiasm
isnt that a local dish borrow,neutral
excellent looks like youll have some twitterific competition,fun
with aubrey at pearl,love
i like too how are you,happiness
hey ian may din ako maybe well see each other or not cuz diff schools tayo hahaha la lang p,neutral
ok sick which date suits u they are thursday night friday night and sat night i think laast nights get in quick,fun
thanks hon migraine went away then came back,relief
needs to escape from this town getting ready seeyuhhh,enthusiasm
toast in the morning,happiness
partying at the pineforest,fun
at le monts door its closed maybe they are too rich passed pairung as well,surprise
choir assembly was bad its fucking hot yay,happiness
back from a long day of working its good to finally be at home how is everyone tonight,relief
you are one of my favorite musiciansartists ever please keep up the great work john,anger
i hear you any time earlier than am is just mean,empty
hope yer ok hunny,worry
i dont know the guys on radio disney have so much energy i wouldnt be able to do it lt,love
if i smile at you will you follow me please lol,happiness
just found out my parents are putting down my dog tomorrow morning upset,anger
i cant wait to start my weekend im so sick of working i have to selfmedicate and im fresh out of herb,enthusiasm
cn i gt a twit frm u pls hva gr shw nyt,love
my head is hurting,sadness
why do i have to enter my registration details every time i update,hate
i need something t do like hello im fucking bored now um yeh,boredom
its so nice i luv kellyshes such an amazing singer luv her,love
exhausted but forced into attending a lockin,hate
just got home,relief
finally at home,relief
great ill check it when i get off work they block sims at work,sadness
too bad i dont drink but kentucky is cool thoall my friends lived in cincy and i was driving across existance every wknd,boredom
im so jealous its pouring right now,hate
sometimes games are cruel because theyre not real like last night when i won on wheel of fortune,surprise
hey u whatchu up too isnt it past your bed time,surprise
today was boring but i did a lot of homework tomorrow should be amazing i cant wait,enthusiasm
i cant this weekend sorry and steph is working,sadness
maybe people would start looking for us like quotwheres waldoquot but quotwheres the ckcquot,empty
sbs or sbs damned if you do and damned if you dont fun times at gch,fun
something like that,fun
dh at work dd at party seriously thinking of treating ds and myself to sushi lunch after all it is mothers day here,enthusiasm
playing ghost online is really interesting the new updates are kirin pet and metamorph for third job cant wait to have a dragon pet,fun
rise and shine time to get prettifide,surprise
oh naw ill always be dha same cece but when chanqes are needed ill make them,empty
i hate this weather i wanna bake,hate
knows its all going to sort itself out,anger
ok ermm ill meet you in the gym at half four then,enthusiasm
im sitting in the bus to dublin and listen tokio hotelredenand i must laughyou know why,boredom
last chemistry lesson for this school year on a brighter note my birthday will be sandwiched between two days in chemistry lab,boredom
ah not doing cbeebies epg by any chance are you hehe need pinkyponk crash warnings is your journey home long,surprise
too sick for rigging tomorrow,anger
went to galveston want to go back,hate
waiting in line tryst,boredom
glorious day in glasgow for a change and im working too much to do to even contemplate knocking off early,empty
was watching downstairs now getting ready for bed piano in the morning,relief
times for lame school ugh xp thank god mondays r quick for me,relief
going to the chiro to see what is wrong with my bum ankle,enthusiasm
longest flight ever not particularly unpleasant or uncomfortable just really really long,boredom
congrats hey,fun
nice idea for a mil gift did you crochet it good idea about looking online there are youtube videos showing lefty crochet,sadness
i miss my dog ripbatman yeah batman i really hope all dogs go to heaven is true,sadness
exhausted but forced into attending a lockin,hate
i always feel guilty about it,anger
thanks and you being just made my morning,happiness
there is the fact that you are the coolest guy you know,love
unfortunately i will be nowhere near the beach i have fam in that area too,sadness
going to my bffs haha but thats in like hourssss sooooocalllll me actually darn i have hw,fun
all i want to do is sit back amp relax for a little while how can that be this difficult,worry
ugh waiting interminable,boredom
lolwellhope you find someone to give you a massage wish i could but im half a world away lol,neutral
i crochet laura simple stitchesi can make a mean afgan,enthusiasm
i still have a lot of time on my stupid contract months before i can change providers,sadness
has a saw thumb from playing virtua tennis,empty
trying to figure out what to do tonight see the game social events w friends or stay home and play the st out of my drums,empty
have you been going to the trop for the last years no more games for you,hate
maybe we will meet later again my friend would luv too im still at the office and have a lot of work,love
i love googles mothers day theme,love
thanks none close to me,anger
i dont like kde since ver its like vista fail,boredom
my beautiful lil cousin is going to prom todaysad i cant be therebut i know shes gonna look beautiful as always,worry
been there sucks like hell,boredom
hahaha well its try its so ugly,hate
i dont see it where do u see it listed at cause i dont,surprise
i need to buy a cheap verizon phone,enthusiasm
youre very welcome i love reviewing free apps as much as downloadingusing them,worry
want to get my hands dirty with fubumvc but the document is not yet complete,fun
not goin tto tafe,worry
i need to go ouuut im so bored,boredom
its driving me insane all i want is a lie in,happiness
happy mothers day,love
somehow i cant reply to your message lol and yes i know thank youuu,happiness
absolutely when we hit bottom there is only one way to go,enthusiasm
the people are coming to kill my mouse on monday i have mixed emotions i mean he lives in my desk drawer,worry
giving myself a manicure pedicure ahhh how ive missed you nice pretty nails,happiness
thats what we hope for,enthusiasm
great song cobra starship feat leighton meester,enthusiasm
finally some effing internet i effin need to update the wifi in sg malls idk how i miss dada and craigie,relief
im really getting sick ugh fuckin nursing homes laying in bed might go run later watch some more movies with austin sara amp sami left,hate
my lesson is finally done for tomorrow morning i am looking forward to speaking to the high schoolers on dating,enthusiasm
eh have u never heard of belfast where like everyone loves you,surprise
soooo bummed im missing the blockparty again havent been able to get the app to listen on my iphone,sadness
back then i didnt know why you were misunderstood so now i see thru ur eyes all that u did was love mama i love you,sadness
barg we posted the gmod to you for your birthday but you didnt see it,sadness
got let go today,empty
already c in our office can people melt were fighting for air con because fans just dont help but cant find the budget,sadness
ill miss the th floor view,sadness
at tempe marketplace waiting to see star trek,empty
grabbing a snack and a drink at chilis but the power just went out before i got my food,anger
star trek was great yet minor details needed to be worked out but i give it a thumbs up regardless,fun
okie gonna tweet more because i am loosing you guys or girls,fun
im soooo bored just fuckin got a new phone and called my man but hes busy and one else bored,sadness
